Date,Technology,Healthcare,Financials,ConsumerCyclical,ConsumerDefensive,Energy,Utilities,RealEstate,Materials,Industrials,CommunicationServices
02/09/2015,56743923,46141941,46597657,18581318,46532511,107311487,28224091,45191629,-17610482,42784718,61417844
02/10/2015,-40091232,-24297687,-26300424,44739790,-11223315,7607656,-63321659,2056435,12936743,-15044724,-5490627
02/11/2015,22735721,4049022,21641691,44958126,67546604,120311763,30342124,20215109,-7339031,51093102,32720221
02/12/2015,51521957,41500299,60806305,55076144,46251757,165616449,30754610,44314973,29378204,36875727,64654698
02/13/2015,-185876068,-264181001,12636437,-158180446,-73190585,251077801,-29042230,-52376555,-124088446,-207626442,-22063371
02/17/2015,94833394,18155497,-29971931,7119151,-11915680,-27649883,7204722,-49211755,7693426,61747286,-33002323
02/18/2015,15811368,-48110797,-34108025,9756222,4507437,12925022,10515365,29589054,13414725,-2274824,-12911089
02/19/2015,40400,190405,0,-353856,-101708,205466,0,0,0,-126869,0
02/20/2015,-628032,-3093118,0,26424,496682,-1512024,-1808912,808217,-177800,323752,-480692
02/23/2015,-726537,458131,481608,472160,-33081,-627379,851789,0,-1483090,117386,472502
02/24/2015,928722,-27090,125000,-100483,-24039,134515,0,-127300,19604,83150,31354
02/25/2015,97519,0,0,0,40784,60366,0,0,0,0,0
02/26/2015,84025,-199446,-324547,-579429,0,219425,0,0,154549,163185,-40708
02/27/2015,-249000,577000,-1011090,-138300,350200,962800,-185500,0,294720,-1694850,2356911
03/02/2015,0,-5239100,-10405000,-6050000,-63977,0,0,-388065,0,0,-59167
03/03/2015,0,0,18575,90800,0,46200,0,0,43400,0,0
03/04/2015,0,0,31155,-37619,0,111661,0,0,0,-34109,46116
03/05/2015,0,52585,0,0,68025,0,0,0,0,0,0
03/06/2015,-350312,-135947,0,-85670,0,-112006,0,0,-42195,-170310,0
03/09/2015,0,0,191277,0,0,0,0,0,0,0,0
03/10/2015,0,35318,0,0,0,0,0,0,0,0,0
03/18/2015,46281,0,0,0,0,58425,0,0,0,0,0
03/19/2015,18841036,8450275,5569822,9467038,7592816,16901206,5996681,-8878263,11954130,-503014,32676054
03/20/2015,680132,216337,228257,344613,790700,192792,983588,0,570866,347712,92383
04/01/2015,67168,275389,-80905,220917,31738,477474,0,0,36156,0,0
04/02/2015,0,52289,54370,65513,41480,-79600,0,0,0,-72900,-373880
04/03/2015,-707761,-57601,93587,-189940,-357302,0,101322,0,0,0,0
04/06/2015,122306,-40600,78160,511562,-62731,0,0,82380,0,298585,-65477
04/07/2015,153858,-435772,1769997,-39300,-202786,0,-2432,-32595,-35279,73927,6018
04/08/2015,110343,192638,1523850,421136,-376657,775792,909837,-328021,236025,-700642,-1375094
04/09/2015,-3968707,-1199735,-1895265,-913943,316547,3436675,115720,-72032,709214,-576119,348515
04/10/2015,-15576714,-2337387,-1285857,-3772555,-3737718,-5776883,-121114,58200,-209472,-5275827,1805114
04/13/2015,-2086343,-1528487,3228827,-688824,-122529,10499745,583867,405537,-2203499,-364295,322305
04/14/2015,-1227470,150351,-530897,646709,17068,-182706,71781,194737,-79098,372564,281897
04/15/2015,2739057,2555679,5495553,-36533565,2744220,-49014031,-171209658,-793953,-160045,-21298190,-620943
04/16/2015,-400160,-640518,-218681,-668769,-8027820,2502125,-900612,88524,-1175863,-2702240,-10141567
04/17/2015,-9025,-214547,3122107,2483494,-72831,-1066014,-263395,958293,972709,2003079,697772
04/20/2015,-1077575515,-562968552,-1001277423,-670420124,-929055665,-683126941,-199612,-101417,-367085733,-702123607,-310870567
04/21/2015,1621853970,2035128601,1773381079,1101891561,1257239236,1047334828,332678540,512998502,474779836,1260342688,1210304223
04/22/2015,-189150,2102249,-1277901,230049,-1225456,-1529845,-239630,1120353,-1642798,-285776,638161
04/23/2015,-2622049,-18241,2346959,2888756,-185939,506027,547252,-1321467,-395132,292644,259713
04/24/2015,-1201211,5648589,7354758,3524729,-7355313,-4011427,16032863,980743,-576577,3747344,5465531
04/27/2015,-209684,2969434,7093475,-2505558,2749570,2556035,-100426,-1816154,1901285,1447281,-5316793
04/28/2015,-4803999,3314125,2282951,894674,513300,-3321872,-2002959,-3873756,-560573,462141,-481062
04/29/2015,1309604,3307902,-1712496,646912,-1672627,-1713986,-1081138,-4903355,159999,-527860,2962430
04/30/2015,-16528298,-24258433,11741486,-1588223,-8981591,7779149,1599387,-2184506,-3728048,-7472450,197312
05/01/2015,-140443,-9320500,17566477,2353391,2629898,-4130539,2006354,1366363,-11632033,-22974779,-3590145
05/04/2015,-17603985,316013,13157465,-2432187,-5077037,-9315626,-4215183,1404284,-1999946,-11335432,-20220197
05/05/2015,-16983530,12697139,-11862589,-119471,239953,631215235,2640126,-3568172,-980294,-4064654,-10505315
05/06/2015,16796689,-4166115,19726678,3969508,4894015,15253843,-2458936,5355624,4673258,-5776633,-9146235
05/07/2015,-9879142,-3143038,2393437,-27620441,2965386,3184524,-1068712,2105998,8698732,575393,3220547
05/08/2015,1617085,13217264,32913529,16448978,9836900,7647056,9282689,4150435,-4605772,2201870,39886920
05/11/2015,-39699328,-10828779,27012271,7670228,1282621,5401732,-7805565,-454576,2050914,-2885897,-21252316
05/12/2015,-67150145,4584645,71054070,-12499031,-549695,-19874532,10826009,4714597,20235474,-18271586,-38610641
05/13/2015,-56701801,-49185523,152899109,11422607,-7091817,13754436,-10939934,43141356,-15261411,-29757830,7259564
05/14/2015,141312445,42390624,474877396,230812946,109209792,183537671,24334743,110762630,28234961,85158804,70062045
05/15/2015,-42836155,39002289,427850207,135354274,-19090634,49015605,11851807,-55569985,13847078,62004029,-59982943
05/18/2015,-4384677,-2510281,-1030080,-342416,-3786635,-3984914,-4268045,-993806,-4242367,-6003518,3192174
05/19/2015,-609138,-570544,2294465,-2277824,-1365011,-2176205,-435194,-87582,-303290,-379031,-455441
05/20/2015,-395563,-516846,-960656,-5284384,-706167,-48393,0,-405965,-731370,-2044766,-383298
05/21/2015,867872,927773,-648954,-1128825,5318943,-544269,389612,-1187243,-556407,-1282538,-780547
05/22/2015,331957,594072,-171001,-1019106,-1740949,-2260325,569930,28619,-752514,1591288,-671982
05/26/2015,-53079,0,0,-51444,0,0,0,0,0,0,0
05/27/2015,12863,-48420,0,79945,32465,0,33105,0,0,-32980,-55443
05/28/2015,181552,38400,168131,0,-54126,66306,-36030,-46200,150000,69937,-45679
05/29/2015,-902431,-228893,88252,-183834,-392900,173698,-318602,0,-26911,-170862,-47611
06/01/2015,-70090,-44572,195547,39266,0,2121,0,-271600,0,-171129,-141606
06/03/2015,6721594,182144,2029984,754878,886367,-277546,-51489,0,0,-16452,32422
06/05/2015,109791950,6514966,4314945,4988585,411158277,449696,0,0,0,85263320,49273393
06/09/2015,-571228,385332,1248481,-1241302,769081,-9646609,548564,393679,-3795197,-365285,121478
06/11/2015,0,271207,0,74754,0,-78905,211800,-196212,0,0,-36876
06/18/2015,0,71500,0,36300,179000,356000,57000,0,167500,297000,0
07/01/2015,-44826,146776,55088,173751,1635,0,-49303,0,0,21856,52100
07/02/2015,139607,-283368,492969,3255833,0,-157217,133191,0,376000,-671655,-168041
07/06/2015,-564272,-26332,-50000,53946,-462872,-97128,0,-215319,-61085,-84020,0
07/07/2015,881191,-1028391,167697,504079,-138066,-325796,342588,330384,1569246,1693915,-213817
07/08/2015,-2111363,9891029,9376047,-1285358,-1731893,-6363823,-2180637,4844602,-1900633,-7332293,12707322
07/09/2015,-1187098,369317,1555909,462670,262277,626723,-84582,-40825,-759966,-260869,-46370
07/10/2015,109877,-313788,1278359,335975,288950,257804,153471,13913,284016,24951,-298271
07/13/2015,434284,641207,798426,140893,549418,7362040,92155,171361,-517956,-135899,2375889
07/14/2015,-6906144,65796,-2964807,2204999,-1835330,-330430,17989,725870,-158980,-2489949,134262
07/15/2015,1826500,1304988,2704713,3179939,1869526,5312130,783677,-124749,-482144,599761,-5807599
07/16/2015,-3585712,-2279516,2779838,2049446,1829567,443796,45642,-1086323,135357,-794436,2226434
07/17/2015,-2690237,3133304,-5612622,-512685,12232631,-1914056,-878385,467538,11241469,-1392582,-4179675
07/20/2015,-3590272,-2984840,-1880518,2192929,-443814,-397952,657245,-75486,301579,-1514939,997270
07/21/2015,-1286611,4505757,1252579,3691152,940909,1666306,1597082,284582,1528467,-1457150,3415676
07/22/2015,-4594035,-572328,-11348408,2760163,8624031,-2210171,28594,116399,2570129,-1832865,-283851
07/23/2015,-6756965,-164604,2329763,2453099,7755,-570913,-217823,-564319,6880,-9691,-683984
07/24/2015,-8923707,137227,-721624,1966552,707488,721036,-637454,-6579903,2869763,7240062,6590911
07/27/2015,-2867221,-3258567,-483946,-2033429,-8339384,-640738879,112068,257657,-529642,1659424,1143237
07/28/2015,32599883,18386020,-3642393,18367312,-2980078,3741494,4845413,5102180,1326271,3570231,20968401
07/29/2015,3173718,-602889,401354,3424414,-1218306,1300717,1853614,305790,3984050,238109,-796514
07/30/2015,4796898,6851265,2246028,-960608,2245351,7010267,2345071,5233829,65488,5503720,3180778
07/31/2015,-4631358,-4967214,5140958,9667106,25716,-3396972,1170197,-568691,8189455,-2926006,2669686
08/03/2015,-11467882,-19151963,15073833,45992882,-11985013,4497979,-5976502,1298699,-137170,-10286300,-17708055
08/04/2015,-1634656209,-2034334385,-1777199332,-1090990565,-1265482001,-1060296129,-335720698,-511937340,-470273370,-1260587837,-1211531699
08/05/2015,-2981033,-1775444,199234,-370252,-2301348,3540164,-1025724,7414,7068325,-4245644,7278297
08/06/2015,-7782663,-32147279,-40179815,32532372,-54772583,-6435671,3383150,-8040215,6756360,-36101704,-55066718
08/07/2015,-51759846,-41206734,-30329672,50817325,-378004,5873681,-6702720,-9746896,19251703,-53488130,-57659834
08/10/2015,67330479,-16955446,4503788,34450186,-17067259,15881970,12592189,17285194,25020315,7535051,22849720
08/11/2015,-14149191,-8555663,-24399329,29294552,5006357,-4078493,-5656167,2774837,10105093,-425159,-17677277
08/12/2015,-21704069,29160034,26459393,81675191,12255404,9070604,-2815412,-9173260,-10401843,-27929285,31680422
08/13/2015,-227457759,-85630789,9435440,208663224,-149186295,23870842,1341135,71253896,74047425,-121452013,-129315039
08/14/2015,259498734,96641274,14538386,302943399,100156864,256955562,61385230,-24501171,126722123,42388203,-42260927
08/17/2015,10419187,39808291,15695856,47868147,28584886,12929302,570811,6913510,3050042,35605824,-5296060
08/18/2015,-31664,228659,-632182,-972397,265473,-678843,2431757,76230,-762867,486335,-1689420
08/19/2015,0,0,0,0,149478,0,0,0,-115375,0,0
08/20/2015,24895,629447,379662,0,728656,0,0,0,78850,0,230697
08/21/2015,260476,-44500,-314765,-42810,11695,67010,-113810,0,0,54135,103870
08/24/2015,97787,-177114,-478366,888970,278834,-777858,47724,-63776,265973,526066,498253
08/25/2015,-14678,5286,1108743,82863,-196786,-48501,-87930,-65366,0,33702,0
08/26/2015,-42000,0,0,-40617,0,-47290,0,0,0,0,-322320
08/27/2015,-201265,-94597,-41640,229381,0,158972,0,30873,76880,-76065,-101729
08/28/2015,87135,170744,230436,0,0,0,0,0,38099,37203,0
08/31/2015,-180224,0,-30763,0,206864,0,0,0,0,33954,0
09/02/2015,0,0,0,0,0,0,0,-143330,0,0,0
09/04/2015,0,0,0,0,0,22198498,0,0,0,0,0
09/09/2015,-110371380,-6514966,-4314945,-4988585,-532844132,-449696,0,0,0,-85263320,-49273393
09/22/2015,-1127246,0,0,0,0,0,0,-176629,-184322,0,-943387
09/24/2015,0,0,-45652,0,0,0,-90000,0,0,0,100000
09/29/2015,0,0,0,0,-53357,-67935,0,0,0,0,0
10/01/2015,62395,30289,0,136181,0,290542,146415,0,0,-105386,-29013
10/02/2015,253932,48046,-154996,-101103,-46099,-134242,56345,0,0,122366,80579
10/05/2015,-744,-227912,-472633,11590,665662,9379,78649,0,-1564849,-89099,472540
10/06/2015,-2708720,905204,-768152,437393,318349,-484327,0,-39100,-580222,1107543,-1740343
10/07/2015,-6247421,-327305,1377492,843137,-651940,-240700,0,-213036,90188,-589351,13765
10/08/2015,-714564,571111,943119,173528,1477516,1361821,329015,205171,704435,-685679,1046627
10/09/2015,456576,-92601,152398,432658,-229710,3062637,69552,-38069,-216393,139661,329729
10/13/2015,231965,1712947,795525,2533102,2946711,10308360,844242,840876,-2036887,125758,2395135
10/14/2015,1055218,4874091,4536298,3262910,4746027,4603324,1778828,576256,5503396,3508608,4140515
10/15/2015,-3616510,383320,6466667,-2836409,16221610,1350167,-30413,958885,-399638,1134890,4901383
10/16/2015,10400908,-20773,500278,-231115,111453,478133,-83800,0,-521917,60360,268495
10/19/2015,-2342553,-1552053,-3985886,-10920020,-5544781,2866696,1794967,372270,-4272954,-5101355,2290744
10/20/2015,4086488,-4064716,2008760,1139929,8827584,4824517,24759,326169,-949513,2225656,6814122
10/21/2015,-3430329,626750,2240599,739281,2932260,713856,364333,699835,134852,504404,1798188
10/22/2015,2078540,516551,1031953,2470356,1545207,-560866,797362,1211447,518626,-301994,-743894
10/23/2015,-10268622,-5363521,-8328420,-5586416,2253615,-1724512,2085076,953175,753333,-9250803,2695191
10/26/2015,1959925,4856430,5844040,-731152,2721692,9929630,3676331,713636,566832,-1569716,7536947
10/27/2015,3257683,-854568,4890755,2937194,7176590,3127475,257438,-331365,2118120,4004674,2513710
10/28/2015,-14312952,-11948449,-12708507,-10771690,-8624083,-8918906,-4822723,-7537032,-4024002,-10981198,-7061528
10/29/2015,-90685874,-11429855,-6662977,-12482455,-463807,-11288129,-3914807,-1578837,-2464979,-10867446,-10562930
10/30/2015,-179353,3443203,-4277658,-1701303,8659305,-1429542,2127612,-1658149,-1287464,825565,-1349058
11/02/2015,-16678930,2491503,-7840434,3234743,-9026644,2780929,-311932,2951833,-1435050,-4097960,30972526
11/03/2015,-2646868,-569877,-5962548,10879710,-2074892,5470873,616969,-1488223,-3903142,-2069189,3346954
11/04/2015,9294262,11842408,3735124,8224575,-1063656,20577609,2484317,2628278,8289153,10164468,31060580
11/05/2015,4689683,6966167,414525,12964178,5393103,-4313260,5902805,578975,1582269,948948,35028243
11/06/2015,16025045,-11292040,3423398,30497782,4006498,9778898,5186136,-2033372,-14892166,-402723,8162236
11/09/2015,-78028870,-32690059,-22625025,16929932,-4464442,47796991,10484818,-7472655,18731145,-5228458,27011995
11/10/2015,-66280646,16768906,-27533254,-17179988,94666257,91807786,3436805,16854582,12745000,13835840,62285535
11/12/2015,59720210,224683370,148329968,134093646,247482685,234426508,195830262,289988121,237321444,275189276,250913993
11/13/2015,-74601273,-62236151,61996266,22953983,223126018,113051782,12824723,35691721,-25207649,-8809908,116573482
11/16/2015,167134794,14777901,125118343,112887525,283925223,482287770,49264089,27088316,111747801,140266520,347157464
11/17/2015,-42156765,46835183,-11035851,-47715589,17986572,-39079912,-7432328,-9873076,10812569,-48487748,-32978047
11/18/2015,-15708063,-4020499,-5454598,-105158,3113699,-1925872,-1164934,43870,-1383245,-19830140,96864
11/19/2015,-757042,1327565,2805082,-134479,293146,385873,266417,0,57945,-3027457,-1920964
11/20/2015,-1124265,-47493,692824,560175,-592014,1984256,465165,10287515,4510571,7998,-368779
11/23/2015,0,34925,-138802,50479,-77111,123900,0,0,0,228171,144093
11/24/2015,0,0,0,0,-6527752,0,0,0,0,0,0
11/25/2015,-75846,-269213,0,0,0,0,0,0,0,0,-41080
11/27/2015,0,0,0,43162,0,0,0,0,0,0,1035599
12/01/2015,-2172283,-486713,-1502872,-42720,-547265,-2117632,-214693,-163433,20383,-505194,-540603
12/02/2015,0,0,0,0,0,-42100,0,0,0,0,0
12/04/2015,-804973,-306500,0,0,-329597,-232823,-102477,0,-230000,-535020,0
12/07/2015,-73729,0,-42179,54655,-135060,0,0,0,0,119123,876044
12/17/2015,0,0,0,0,0,0,-190000,0,0,0,0
12/22/2015,-56345,-105534,0,0,-75167,99119,0,0,-46999,-30731,93114
01/04/2016,37868,31941,0,155114,0,0,43364,0,0,0,0
01/05/2016,-844420,-215482,-221264,96902,-775150,-347649,0,-65636,-356357,1022,-542198
01/06/2016,-44014,0,-4045,208247,-105000,159667,44573,56500,54000,-54997,-220472
01/07/2016,-49064,29866,1056404,259156,0,655743,83100,0,0,-1540,-43555
01/08/2016,218401,503126,218329,-527899,112382,-223527,0,39020,-91478,-406467,-58955
01/11/2016,487469,-878677,504554,-809181,466036,-1087802,-27592,-2490178,-103768,1640379,-1880851
01/12/2016,11782127,-12730316,-5166497,1773528,-23770639,6149397,-1320435,-5660700,-830738,-15576100,-839431
01/13/2016,-1058476,-4446722,-609145,-761021,-1520671,-470693,548811,98730,-124071,-556140,-335110
01/14/2016,1858035,-1763446,1476856,260438,12471435,-158814,1665349,-240821,69431,584744,-2494585
01/15/2016,-1130102,68128,-358557,2237056,-896137,-2364497,-238096,-506224,-74987,-2179847,-598954
01/19/2016,-4460170,-1834802,-3251903,-1728236,-807309,-185541,-758444,1838969,-1204373,-2430570,432991
01/20/2016,4469499,5633542,4788923,-745413,1208434,-2736478,-311106,107543,2299055,-1315277,3813694
01/21/2016,-178020,-1413609,-2323438,2613229,-2666137,28817,735861,-49385,287642,1442130,372414
01/22/2016,-6694410,3816809,2222626,7361564,3986131,2511490,-2684535,6885434,1393619,-699232,1508393
01/25/2016,-6521761,-1221444,-266096,1359764,-26205,-1603849,-204477,202508,2354416,-2556657,1588778
01/26/2016,-3592064,-3648250,-3534907,-1044827,-6379954,-4915952,-701703,-281998,-2922951,-776813,-1345413
01/27/2016,2045111,4255902,11602963,7722371,-5119304,5241291,-697382,900212,1055585,-2238273,-3621364
01/28/2016,-2076822,771010,-902175,2134188,-960384,-14873539,-3463613,-2149220,3237418,2265636,-2683692
01/29/2016,-7048400,2216946,-469861,5188452,-1778700,-2630483,2877704,-215827,-523622,-4455324,-8909921
02/01/2016,-18943310,-10558574,-5796712,10914488,-7170946,5305033,-2006785,123082,1948628,-11941479,-8547947
02/02/2016,-5681469,-2088927,2049627,1831893,-1975963,-6423181,-351964,-890822,-3775084,-1930273,-1309364
02/03/2016,249821,12128642,19325537,14828673,11715454,9592547,2381853,7028941,1737556,517632,15284702
02/04/2016,-12395523,-328254,3028684,1099260,-32493542,-4383179,4619829,8611619,464141,-12246156,-1770504
02/05/2016,-7401781,-4300650,-17395,-5345562,-6419984,-9592815,-746296,25882931,-6859899,-10746656,-9264928
02/08/2016,-122684282,-219349774,-62697347,-76462431,-155738194,-162885459,-137389495,-197998889,-85930984,-286406663,-98277951
02/09/2016,4054696,-4174788,7334206,11375565,15592211,1050998,-477024,13768444,-31883807,-15559683,-5670402
02/10/2016,14240575,-653347,19255899,96655366,7860093,31506008,8568061,26303970,-14607642,-31684214,35652615
02/11/2016,25892429,24542517,37830502,96656712,-33862692,-35708443,41998979,26646902,22628938,5902470,58779925
02/12/2016,-161393875,-274393560,-71550956,133050068,-108582994,91877862,-47382156,8038350,-97031359,-216373914,22722525
02/16/2016,-110539525,102388802,351352449,163824927,52563591,121532242,-28587113,28412245,-46448375,-172254748,-113155362
02/17/2016,7413909,1267509,2189489,242062,163352,-31162674,-172905,-784040,823755,207510,-5284854
02/18/2016,-508451,219324,421330,441258,216568,-88274,-59497,-322933,-111441,-463196,121962
02/19/2016,-460365,129180,-19470,597654,-123752,-1387019,57048,-33465,36863,-421362,-80485
02/22/2016,-830945,-175376,-371839,28834,-35100,-379213,109000,0,9722,95703,-422295
02/23/2016,-148254,183338,0,-79837,-802040,-170902,0,0,0,46155,61025
02/25/2016,268289,-50923,0,-665280,-61134,0,0,0,-376583,-389592,39707
02/26/2016,-261020,-503654,135272,-58534,-453900,-102108,198800,0,-1600,-261690,-528254
02/29/2016,346412,0,0,-18816,68060,-75377,0,0,0,-108344,0
03/01/2016,0,-117975,0,0,0,-69280,0,0,0,0,0
03/02/2016,0,0,0,43015,-600000,0,0,0,74580,0,0
03/04/2016,11544,216314,0,0,0,0,0,-31541,0,49504,0
03/09/2016,0,0,0,0,0,0,35529,0,0,89427,95082
03/10/2016,-41653,0,0,0,0,0,0,0,0,0,0
03/16/2016,15724934,20962683,66756867,27385488,11506411,17984952,2168030,17757671,3209918,5423445,36607152
03/24/2016,47484,132304,233425,403964,75108,153388,0,57075,0,33396,271376
04/01/2016,354176,63124,262093,118697,-37875,-3960,46587,68693,44859,202156,57649
04/04/2016,12925,115872,-145375,-194100,-571700,0,-79427,0,-202900,16053,130624
04/05/2016,272009,-7148,-12414,27440,591,64485,0,0,0,44750,32045
04/06/2016,88947,-22929,-515071,-178907,-188848,177359,0,0,171620,-103187,-288228
04/07/2016,451774,44092,-527270,-378465,47789,1808328,-7794,265459,93149,189707,377270
04/08/2016,395962,1272315,848556,-2552847,1279921,-1282746,225033,722558,213347,1297382,3026992
04/11/2016,-1918789,1948330,1117319,702403,-405002,625819,78614,-48586,-184150,-1163903,2183247
